date,return,realized_var,forecast_var_autovol,forecast_var_ewma,forecast_var_rv21,forecast_var_rv63,forecast_vol_ann,forecast_var_implied,weight_EWMA (RiskMetrics),"weight_Component GARCH(1,1)"
2023-10-19,-0.0008674474236926,7.524650328709291e-07,1.408785933208705e-05,1.3981266346323125e-05,1.1082374934487852e-05,2.0652556275690606e-05,5.958305591093778,2.451571428571429e-05,0.789061589567161,0.21093841043283898
2023-10-20,0.0004004538530455,1.6036328841898692e-07,1.3237124359630221e-05,1.3180857016282069e-05,1.1137825897055385e-05,1.887657593955785e-05,5.775599829131877,2.7634533730158736e-05,0.8093254338397164,0.1906745661602836
2023-10-23,-0.0010014354744194,1.0028730094256086e-06,1.241708544050292e-05,1.24351534972774e-05,1.0803976237515756e-05,1.877066872312797e-05,5.593840837033832,2.7436200396825398e-05,0.8290172297004569,0.17098277029954304
2023-10-24,0.001335024562478,1.782290582419575e-06,1.1691689164486999e-05,1.1698666084745893e-05,9.47619763601197e-06,1.8433022937547025e-05,5.427988273247027,2.5333373015873014e-05,0.8465091457460675,0.15349085425393244
2023-10-25,0.0021323390501089,4.546869824619326e-06,1.107097124261143e-05,1.1056918500226676e-05,8.494282569445529e-06,1.79289660209537e-05,5.281935964339288,2.5843214285714288e-05,0.8616849370184526,0.13831506298154733
2023-10-26,0.0011309584414073,1.2790669961904294e-06,1.0658751712968902e-05,1.0500440825158248e-05,8.217680894644237e-06,1.7278300607216927e-05,5.182668648165889,2.7601428571428568e-05,0.8722319037408118,0.12776809625918814
2023-10-27,-0.004932356863527,2.43281442291819e-05,1.0111250528519539e-05,1.0143226565125913e-05,8.207228025321616e-06,1.5422834467781772e-05,5.047806586218339,2.581120039682539e-05,0.8858858960633917,0.11411410393660829
2023-10-30,-0.0037488328815197,1.4053747973563296e-05,1.0903728014706429e-05,9.611376990989783e-06,8.836917363187028e-06,1.516852690302621e-05,5.241888457136436,2.568334325396825e-05,0.866811825764887,0.133188174235113
2023-10-31,0.017155816736019,0.00029432204787986963,1.1286708522535486e-05,1.0494383025281312e-05,9.263375766371138e-06,1.478714833754781e-05,5.3331515520177595,3.153858134920634e-05,0.864561512530633,0.13543848746936696
2023-11-01,-0.0048243823538639,2.327466509627339e-05,1.8229001507297475e-05,1.070794492217823e-05,2.2151799351110892e-05,1.897988224084459e-05,6.7776901521380895,2.5333373015873014e-05,0.2274931648667467,0.7725068351332532
2023-11-02,-0.0033178530767935,1.1008149039188094e-05,3.526871373039002e-05,2.772479109963973e-05,2.3100280497281115e-05,1.8915053516135524e-05,9.42746830281507,2.265000992063492e-05,0.23342421541960567,0.7665757845803943
2023-11-03,-0.0070704670218283,4.999150390676155e-05,3.3839815903676604e-05,2.745778353943775e-05,2.208455389738441e-05,1.849755279749798e-05,9.234518724723289,2.062861111111111e-05,0.24849728787103584,0.7515027121289641
2023-11-06,0.0045415158536722,2.0625366249155932e-05,3.264767107430606e-05,2.6470805469422767e-05,2.4518124781257506e-05,1.9174964893659e-05,9.070398618983141,2.057142857142857e-05,0.23445679107456585,0.7655432089254343
2023-11-07,0.0019970716263305,3.988295080694349e-06,3.335943755741795e-05,2.7882047375663093e-05,2.4473058137151005e-05,1.8941616560451986e-05,9.16873942506238,2.080063492063492e-05,0.2391098352878687,0.7608901647121312
2023-11-08,0.00404845417725,1.6389981225292975e-05,3.191386739366315e-05,2.7446646508072664e-05,2.3433653887325363e-05,1.8920826987920664e-05,8.967884133508369,2.080063492063492e-05,0.25453285908613116,0.7454671409138689
2023-11-09,0.0024476577562488,5.9910284917249094e-06,2.989193931391915e-05,2.6039145422429963e-05,2.2373092219112237e-05,1.845999241845924e-05,8.67915243967268,2.057142857142857e-05,0.26307894132149123,0.7369210586785088
2023-11-10,0.0011225939700406,1.2602172215715155e-06,2.8623332730082466e-05,2.5460195570601743e-05,2.2485472485608837e-05,1.8499986707281836e-05,8.492985251359372,2.057142857142857e-05,0.27531612350869056,0.7246838764913095
2023-11-13,0.00131908738293,1.7399915238051166e-06,2.6795404251946788e-05,2.4292045545869133e-05,2.2244137986233353e-05,1.8314242581186154e-05,8.217324303865944,2.3436200396825396e-05,0.2909682000406083,0.7090317999593917
2023-11-14,-0.0089377932864693,7.988414883165571e-05,2.491009637197012e-05,2.2910135846411274e-05,2.166329473637406e-05,1.83164739132005e-05,7.922969320738576,2.262003968253968e-05,0.30616910051827123,0.6938308994817288
2023-11-15,0.0065621817693394,4.3062229573850377e-05,2.4731916011487125e-05,2.1639927187054904e-05,2.545036624131482e-05,1.9357213582719007e-05,7.894582214971706,2.0915714285714285e-05,0.2720157562024599,0.7279842437975402
2023-11-16,-0.0041709484811304,1.7396811232243992e-05,2.830358168167093e-05,2.5134580485730956e-05,2.714674396947218e-05,1.968196058035674e-05,8.445414485850339,1.9085009920634915e-05,0.2731630703100685,0.7268369296899314
2023-11-17,-0.0073245766271097,5.3649422766401714e-05,2.8973767573683408e-05,2.6210239431018125e-05,2.7989890752581503e-05,1.9823880754748386e-05,8.54481680819912,2.645524801587301e-05,0.27585751416299326,0.7241424858370068
2023-11-20,-0.0083216371772929,6.924964531050336e-05,2.874141039503051e-05,2.5681433739091674e-05,3.0468514829203174e-05,2.0343718312614537e-05,8.510484956539017,3.0800039682539694e-05,0.26549452860636125,0.7345054713936388
2023-11-21,0.0,0.0,3.084643361452055e-05,2.735951308073028e-05,3.340552403736045e-05,2.1405245289412015e-05,8.816632730730694,3.189334325396824e-05,0.2590910935498727,0.7409089064501273
2023-11-22,0.0077199725537343,5.959797623041089e-05,3.254568346591005e-05,2.9872921014516668e-05,3.3382254115090915e-05,2.0517345673745386e-05,9.056220090859837,3.083500992063491e-05,0.2619094672307697,0.7380905327692304
2023-11-23,0.0001337345371436,1.7884926425012927e-08,3.100853146600526e-05,2.8080545753645667e-05,3.624376919985548e-05,2.0712600345803568e-05,8.839768056591375,3.0451428571428563e-05,0.25030479115442067,0.7496952088455794
2023-11-24,-0.0008026756283805,6.442881643960304e-07,3.2174757877934896e-05,2.997159158225158e-05,3.6154947359196393e-05,2.04862050178058e-05,9.004464995345138,2.6083950892857134e-05,0.25313306750902376,0.7468669324909762
2023-11-27,-0.0050313727714006,2.531471196479135e-05,2.9690513153140706e-05,2.8174369182901987e-05,3.593140998421373e-05,2.0503741849596703e-05,8.649860874367551,2.7386728670634917e-05,0.26390183281298324,0.7360981671870168
2023-11-28,-0.0081710283431881,6.676570418518326e-05,2.7937985840174062e-05,2.6522564321791626e-05,3.6811220613383183e-05,2.058578191525273e-05,8.39069271974839,3.073015873015873e-05,0.26498914264185797,0.735010857358142
2023-11-29,-0.0016286648551232,2.652549210313474e-06,2.845184347106226e-05,2.6450093180371607e-05,3.8565497764802284e-05,2.1605541013626704e-05,8.467505272928793,3.1432539682539685e-05,0.25838334420529746,0.7416166557947026
2023-11-30,0.0064988043511659,4.223445799473283e-05,3.033226678548278e-05,2.886902984066031e-05,3.816652876989835e-05,2.1271745696035445e-05,8.742843490502196,3.289723214285714e-05,0.2572886443505587,0.7427113556494414
2023-12-01,-0.0093553661793511,8.75228763497464e-05,2.8889929980140907e-05,2.7296041002839498e-05,2.5920535959553898e-05,2.1580909551080747e-05,8.532445344094217,3.0381944444444437e-05,0.2535455698601923,0.7464544301398076
2023-12-04,0.0026527920872865,7.037305858369865e-06,3.059037258077718e-05,2.81923460223531e-05,2.836392358969542e-05,2.2945634023680028e-05,8.779962352058151,3.3041914682539675e-05,0.24957633984806019,0.7504236601519398
2023-12-05,-0.0004076640904399,1.6619001063419098e-07,3.359389829074248e-05,3.17521778419967e-05,2.8794212591376803e-05,2.1925697903555572e-05,9.200903417201543,3.17512003968254e-05,0.24732671587303276,0.7526732841269672
2023-12-06,0.0010867351473651,1.1809932805186459e-06,3.139753110844541e-05,3.0269285522979088e-05,2.7037099870916105e-05,2.19257134287368e-05,8.895042349156212,2.9178819444444433e-05,0.2552091998379251,0.7447908001620749
2023-12-07,-0.0218235397318356,0.000476266886427007,2.9050065527686018e-05,2.8463099792238392e-05,2.5912925467980674e-05,2.1853985798395262e-05,8.556060140611962,4.7885009920634904e-05,0.2625374859929929,0.7374625140070071
2023-12-08,0.0056731852726531,3.218503113784802e-05,3.2240269748917786e-05,2.6826173401535207e-05,4.4380612489788886e-05,2.8937239493786196e-05,9.013627447774445,4.341730158730159e-05,0.17568718742570263,0.8243128125742973
2023-12-11,0.0083130567020868,6.910691173211026e-05,6.0934887746574395e-05,5.379261618306353e-05,4.5377666470197846e-05,2.845743579997269e-05,12.391768119254309,4.304453373015872e-05,0.17137225530955963,0.8286277446904404
2023-12-12,-0.0048695271285406,2.3712294455592863e-05,5.825520639637482e-05,5.24961610803506e-05,4.91633617480352e-05,2.9384520056069713e-05,12.116233743158991,4.425142857142856e-05,0.16982431563722414,0.8301756843627759
2023-12-13,-0.0177572814603319,0.00031532104486144705,5.778329946312638e-05,5.349280611945618e-05,4.924574303330708e-05,2.9614619691458587e-05,12.067059071997555,4.624286706349206e-05,0.17230375899203001,0.82769624100797
2023-12-14,-0.0070229939616567,4.932244418546648e-05,5.715762783437508e-05,5.1705975419624385e-05,5.9524650712351306e-05,3.434441343192299e-05,12.001550822398963,5.321285714285714e-05,0.1476048496968157,0.8523951503031844
2023-12-15,0.001830728577787,3.351567125526012e-06,7.357422950069946e-05,6.752287958613375e-05,5.860234689996505e-05,3.484127708367072e-05,13.616426048775157,5.243453373015872e-05,0.14620951343024594,0.8537904865697541
2023-12-18,0.0044221459773056,1.95553750446001e-05,7.005122797621546e-05,6.643085346209372e-05,5.561616344949298e-05,3.4918912074856227e-05,13.286425196419954,5.07154861111111e-05,0.15034507654273802,0.849654923457262
2023-12-19,0.0073965866489956,5.470949405609995e-05,6.402372640836878e-05,6.264609628189966e-05,5.779088719243932e-05,3.522814229755083e-05,12.70196010657762,3.2752867063492064e-05,0.15376242932294854,0.8462375706770515
2023-12-20,-0.0018788495837076,3.5300757581982216e-06,6.0077040199488176e-05,6.006065300766169e-05,6.0687470809195067e-05,3.5985568282307715e-05,12.304232658020988,2.982892857142857e-05,0.15410437146880024,0.8458956285311998
2023-12-21,-0.0101509499867761,0.00010304178563402969,5.8419241863824566e-05,5.973958347056798e-05,5.8665108038765585e-05,3.568477797135932e-05,12.133280244716921,4.292063492063493e-05,0.15433598441506327,0.8456640155849368
2023-12-22,0.0020384500785098,4.15527872257661e-06,5.447209172293713e-05,5.63670130078258e-05,6.175081868904287e-05,3.6594673890707975e-05,11.716214027654223,4.3666706349206344e-05,0.1531165938430899,0.8468834061569102
2023-12-25,-0.0004214075072897,1.7758428720011854e-07,5.664660763912237e-05,5.9167499365398036e-05,5.8150433622262484e-05,3.6445870298028e-05,11.947780180878304,4.6973968253968254e-05,0.14984324194668464,0.8501567580533154
2023-12-26,0.0003511852538288,1.2333108250679867e-07,5.1993807955916745e-05,5.586676612682875e-05,5.804498677048362e-05,3.6385715492938265e-05,11.446588838990863,4.6973968253968254e-05,0.15041809080779775,0.8495819091922023
2023-12-27,-0.0040108416713592,1.6086850912711462e-05,4.757642660244751e-05,5.2525415216451034e-05,5.8254138415820155e-05,3.608860258556585e-05,10.949547709296843,4.201749999999999e-05,0.14999747065231225,0.8500025293476878
2023-12-28,-0.0029656849868311,8.795287441115382e-06,4.376839174018005e-05,4.938129016841438e-05,5.803603300175506e-05,3.622226985375635e-05,10.502206776923302,4.7754325396825394e-05,0.1489772348395476,0.8510227651604523
2023-12-29,-0.0026199342300703,6.864055369894055e-06,4.1356428919418024e-05,4.7383623813072206e-05,5.636102935484945e-05,3.626989777041056e-05,10.208731599808736,4.534765873015872e-05,0.14638809665337646,0.8536119033466236
2024-01-01,-0.0010640940244295,1.1322960928265692e-06,3.869298619527554e-05,4.506832363075479e-05,5.637827356784454e-05,3.604343784068294e-05,9.87452911343596,4.854111111111111e-05,0.14353567710940737,0.8564643228905927
2024-01-02,0.007777188521081,6.048466129243408e-05,3.612615691479989e-05,4.277606753510315e-05,5.304735957438666e-05,3.569734558832822e-05,9.541379115478838,4.643583581349207e-05,0.13978845693915323,0.8602115430608467
2024-01-03,0.0091139161422451,8.306346744787582e-05,3.3980155545736064e-05,4.0277441248566555e-05,5.479297130445182e-05,3.681772320730004e-05,9.25364749573134,4.721172867063492e-05,0.14226889265678877,0.8577311073432112
2024-01-04,0.0093082083571291,8.664274281972804e-05,3.631750029249044e-05,4.148987445119861e-05,5.9055549523300476e-05,3.8126528587263424e-05,9.566613859515597,4.6414374999999985e-05,0.15219333496522525,0.8478066650347746
2024-01-05,0.0,0.0,3.9934987430827324e-05,4.398429003099924e-05,6.38748487234899e-05,3.908197111595174e-05,10.031757987794805,4.316861111111111e-05,0.16193840855392078,0.8380615914460792
2024-01-08,-0.0027695094902217,7.67018281642806e-06,4.247303739054852e-05,4.654379719832297e-05,6.374115707571777e-05,3.8697215582775995e-05,10.345629716173988,4.522048611111112e-05,0.15545419827769277,0.8445458017223072
2024-01-09,0.0017318420732563,2.9992769667006795e-06,3.912364540528808e-05,4.375116936642359e-05,4.313681347175138e-05,3.8731430880521617e-05,9.929329605835733,4.2632232142857144e-05,0.15446933367686794,0.8455306663231321
2024-01-10,0.0088203438429728,7.779846550826819e-05,3.658850816981646e-05,4.1586310173423856e-05,4.178938883528094e-05,3.860853861068041e-05,9.602241435619991,4.1366706349206356e-05,0.15221503088542812,0.8477849691145718
2024-01-11,-0.0032296884284006,1.0430887344544736e-05,3.472406771249792e-05,3.9271088181020466e-05,4.219073582367676e-05,3.960352290125363e-05,9.354392050555438,3.57004861111111e-05,0.15520980440496657,0.8447901955950334
2024-01-12,-0.0028259315080894,7.98588888841243e-06,3.735534612563773e-05,4.158273082065533e-05,4.1600049580262355e-05,3.97039296883679e-05,9.702343646594214,3.4877232142857134e-05,0.1500451778288428,0.8499548221711571
2024-01-15,0.0058497809704472,3.4219937402206184e-05,3.522975289659444e-05,3.9713620212088695e-05,2.723754841286189e-05,3.9790385514238686e-05,9.422259670557695,3.513813492063492e-05,0.14819834372516952,0.8518016562748305
2024-01-16,0.00996867465889,9.937447445479566e-05,3.340224410171633e-05,3.7809956332668116e-05,2.5472997338328852e-05,4.031774105472187e-05,9.174620163054444,3.596444444444444e-05,0.14804914231120403,0.851950857688796
2024-01-17,0.0065685016933739,4.314521449585579e-05,3.416656587741763e-05,3.75945551968404e-05,2.8802862528784425e-05,4.196353699791815e-05,9.278994881510197,3.760723214285713e-05,0.15639917169123527,0.8436008283087648
2024-01-18,0.0,0.0,3.85935608202552e-05,4.130135035231772e-05,2.9556592725975794e-05,4.2679392375112594e-05,9.861834173572536,3.384334325396824e-05,0.15771678574090775,0.8422832142590922
2024-01-19,-0.0002700148524572,7.290802054748348e-08,3.841939425009452e-05,4.1411982200930005e-05,2.8087271191057814e-05,4.267469504938101e-05,9.839556570813453,3.391667658730158e-05,0.15495844549519733,0.8450415545048027
2024-01-22,-0.0001350347716588,1.8234389556944258e-08,3.541530268693388e-05,3.8927263268874205e-05,2.7728054784898263e-05,4.2664108247753714e-05,9.447039894648132,3.3806706349206354e-05,0.1544571090491185,0.8455428909508814
2024-01-23,0.0016866254630777,2.844705452702066e-06,3.2730933364294273e-05,3.65960019539746e-05,2.154658682286234e-05,4.262835304802377e-05,9.081957502544348,2.9400419146825395e-05,0.15321447407378,0.84678552592622
2024-01-24,-0.0056783766448731,3.2243961321040285e-05,3.0348480189381623e-05,3.4401335900109544e-05,2.1546680168119903e-05,4.259906454792705e-05,8.745179819605866,3.1256200396825396e-05,0.15151087282216574,0.8484891271778342
2024-01-25,0.0010163635390618,1.0329948435342268e-06,2.8673804628187105e-05,3.2507938073265095e-05,2.3834836084368703e-05,4.302970049295018e-05,8.500469849545466,2.833432539682539e-05,0.15159599587617664,0.8484040041238233
2024-01-26,0.0033129403885549,1.0975574018118292e-05,2.8832994132630164e-05,3.249209946813161e-05,2.3777397915281508e-05,4.271343158748283e-05,8.524033388849904,2.6780248015873017e-05,0.14717599112985588,0.852824008870144
2024-01-29,-0.0043970982396997,1.93344729295702e-05,2.698770917656741e-05,3.0604553190655766e-05,2.2336515223236126e-05,4.269955035704206e-05,8.246758582919101,2.8166914682539682e-05,0.1458484158797326,0.8541515841202673
2024-01-30,0.000745484769031,5.557475408572035e-07,2.607160172708816e-05,2.9426814440303517e-05,2.3069203767283383e-05,3.822219118868564e-05,8.105580568488737,2.8083395337301573e-05,0.14491366385293908,0.855086336147061
2024-01-31,-0.004685439597439,2.1953344221249335e-05,2.5640697556755957e-05,2.8821273949659518e-05,2.2172690119533155e-05,3.793563459713258e-05,8.038318097899896,3.153858134920634e-05,0.1415313168018034,0.8584686831981967
2024-02-01,-0.0033407223843006,1.1160426048967085e-05,2.4178544954974065e-05,2.7125342365131378e-05,2.3773329644076986e-05,3.8091255376914214e-05,7.805762825408843,3.2267978670634924e-05,0.14122202743091786,0.8587779725690822
2024-02-02,0.0132290521942139,0.0001750078219572356,2.4210775752178305e-05,2.6815022476498456e-05,2.320129447237059e-05,3.7524362691064724e-05,7.810963762269631,2.8050022321428577e-05,0.13929738544181375,0.8607026145581863
2024-02-05,0.0020197946676715,4.079570499554224e-06,2.5039542582242318e-05,2.5875746690846573e-05,2.682200573092642e-05,4.000305614407771e-05,7.943528643320338,2.8267301587301575e-05,0.15299545190681196,0.8470045480931879
2024-02-06,-0.0049895592693298,2.4895701702154927e-05,3.507925212071148e-05,3.482367120682992e-05,2.4010658625489825e-05,4.0004607853316664e-05,9.40211228098202,2.7403214285714286e-05,0.14286286968834896,0.8571371303116511
2024-02-07,0.0016209648287892,2.6275269761716003e-06,3.2857954853342405e-05,3.297902516439337e-05,2.5660263839489944e-05,4.006768761837218e-05,9.099562969199283,2.7916728670634914e-05,0.14341664676626228,0.8565833532337378
2024-02-08,0.007663903057872,5.8735410080459796e-05,3.207860087686215e-05,3.2494025756659064e-05,2.498069719835212e-05,4.000675540046592e-05,8.990999622383077,2.647145089285714e-05,0.14375586951151992,0.85624413048848
2024-02-09,-0.0002009309808843,4.0373259079126926e-08,3.0369536272535995e-05,3.070203582982982e-05,2.6779157448963205e-05,4.096196709945114e-05,8.748213040775282,2.406553819444444e-05,0.1425114332098836,0.8574885667901164
2024-02-12,0.00040182159662,1.6146059551024598e-07,3.210895504133955e-05,3.238403828486762e-05,2.4304882169573274e-05,4.092399114067771e-05,8.995252453609941,2.4158335813492056e-05,0.14042210741468464,0.8595778925853153
2024-02-13,0.0096619109117371,9.335252246634444e-05,2.971459640589925e-05,3.0443418383320308e-05,2.3451753732892608e-05,3.973065966457393e-05,8.653368300428806,2.6861808035714273e-05,0.14211736511405731,0.8578826348859426
2024-02-14,-0.0014599511518794,2.131457365873987e-06,2.836706256256397e-05,2.8626500916051704e-05,2.558764192752352e-05,4.052440143367831e-05,8.454880109005758,2.4640634920634912e-05,0.13951294811335338,0.8604870518866466
2024-02-15,-0.0043259859151645,1.8714154138201633e-05,3.268202764162059e-05,3.251006220906927e-05,2.5228367021009877e-05,4.0288992566751695e-05,9.075169951955935,2.2740039682539687e-05,0.13553008882803239,0.8644699111719677
2024-02-16,0.0018657965031513,3.481196591171619e-06,3.051319580225414e-05,3.068734591847755e-05,2.3073653881757958e-05,3.974239158277174e-05,8.76887982707486,2.018752232142857e-05,0.13631725394251076,0.8636827460574892
2024-02-19,-0.0005327295857495,2.838008115328339e-07,2.9572642681337857e-05,2.9968954411660995e-05,2.1583471864895007e-05,3.8679458446673304e-05,8.63267395173543,2.045730158730159e-05,0.13680260242972764,0.8631973975702724
2024-02-20,-0.0007996268834146,6.394031526793463e-07,2.7674121344395916e-05,2.837968894243163e-05,2.162603564846314e-05,3.868699452938066e-05,8.350975139938912,2.3711468253968254e-05,0.13804449070842992,0.8619555092915702
2024-02-21,0.00193133821813,3.7300673128095637e-06,2.576378686715695e-05,2.66939356545777e-05,2.1680113124040082e-05,3.779654155961017e-05,8.057589149692078,2.504881944444445e-05,0.13912182582757435,0.8608781741724257
2024-02-22,0.0015291031134836,2.3381563316652398e-06,2.41046633288641e-05,2.51306637044638e-05,2.1731746396440015e-05,3.7851001124685916e-05,7.7938277879831,2.316253968253968e-05,0.13977354281336893,0.860226457186631
2024-02-23,-0.0001328727081413,1.765515656880309e-08,2.281528422920223e-05,2.3846627920964545e-05,2.1718268341563265e-05,3.787052082652491e-05,7.5825138481633925,2.1877232142857137e-05,0.14007169138116363,0.8599283086188364
2024-02-26,0.0012615784681784,1.5915802313713584e-06,2.154551076827901e-05,2.2556119625606586e-05,1.9855608090084087e-05,3.745201352523591e-05,7.368492867341538,2.135008928571428e-05,0.1404213308360346,0.8595786691639654
2024-02-27,-0.0012615784681784,1.5915802313713584e-06,2.026309571515897e-05,2.1203811757464318e-05,1.9860473070725096e-05,3.635591225889527e-05,7.1458380335829474,2.262003968253968e-05,0.140873718509342,0.859126281490658
2024-02-28,0.0011952192657918,1.4285490933198895e-06,1.9217784618689958e-05,2.002707786589874e-05,1.977591122675026e-05,3.633543036890166e-05,6.9590816376227895,2.334480158730159e-05,0.14120327345575648,0.8587967265442435
2024-02-29,-0.0047227945568197,2.230478842592579e-05,1.8276494938615024e-05,1.8920948007827098e-05,1.8532173328972684e-05,3.574785392127342e-05,6.786513629641501,2.565142857142856e-05,0.1416422642230471,0.858357735776953
2024-03-01,0.0009330223935768,8.70530786915781e-07,1.7595862995492156e-05,1.7871404072956666e-05,1.9942466036714502e-05,3.468589237959258e-05,6.658946969952549,2.3329585813492062e-05,0.14148433333410929,0.8585156666658907
2024-03-04,0.0027274256055923,7.438850434040525e-06,1.8203945111985735e-05,1.8137407134134815e-05,1.8549131306394128e-05,3.46066961932938e-05,6.773030465176134,2.2950803571428578e-05,0.14061112174759527,0.8593888782524048
2024-03-05,-0.0031938279860363,1.0200537204388689e-05,1.7353778012244986e-05,1.7101394553301673e-05,1.7763604737811093e-05,3.468796663996376e-05,6.612981218093498,2.414285714285714e-05,0.14169621496554466,0.8583037850344554
2024-03-06,-0.0044751769574556,2.002720880054156e-05,1.7053900821152743e-05,1.6521641906146004e-05,1.1589144350772887e-05,3.487189001092933e-05,6.555595325315994,2.7900089285714283e-05,0.1422860547366581,0.8577139452633418
